cluster_id,cluster_name,size,ai_summary,analytical_context,full_narrative,keywords
33,Dubai’s,31,"The narrative across 31 articles reveals: Dubai’s benchmark DFM general index (DFMGI) rose 0.8 percent to 1,395.43 at the 2:00 p.m. close in the emirate . Abu Dhabi’s ADX General Index gained 0.2 percent and Qatar’s measure climbed 1.1 percent . Arabtec Holding Co. (ARTC) advanced the most since august 10, increasing 2.3 percent to 1.33 dirhams . the shares were unchanged at 139.5 riyals, beating analyst estimates . Zain Saudi Arabia (ZAINKSA AB) declined 2.4 percent, the steepest loss since august 14 . the world’s largest petrochemicals company, dropped 0.8 percent to 91.75 riyales . about 41 million shares traded today, compared with this year's daily average of 111 million shares . the Bloomberg GCC 200 Index, which tracks the biggest 200 companies in the Persian Gulf region, rose 0.4 percent . european union officials are working on plans to boost bank capital to contain the debt crisis . the emirate's economy is set to grow 4.6 percent, on average, between 2012 and 2015, government forecasts show . shares of Dubai Financial Market (DFM) have more than doubled this year . Sabic Results Saudi Arabia's Tadawul All Share Index advanced for the first time in three days, gaining 1 percent .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: World, Billion, Dubai Stocks Gain, End, Day Drop. This represents a major ongoing story with sustained media attention.","The narrative across 31 articles reveals: Dubai’s benchmark DFM general index (DFMGI) rose 0.8 percent to 1,395.43 at the 2:00 p.m. close in the emirate . Abu Dhabi’s ADX General Index gained 0.2 percent and Qatar’s measure climbed 1.1 percent . Arabtec Holding Co. (ARTC) advanced the most since august 10, increasing 2.3 percent to 1.33 dirhams . the shares were unchanged at 139.5 riyals, beating analyst estimates . Zain Saudi Arabia (ZAINKSA AB) declined 2.4 percent, the steepest loss since august 14 . the world’s largest petrochemicals company, dropped 0.8 percent to 91.75 riyales . about 41 million shares traded today, compared with this year's daily average of 111 million shares . the Bloomberg GCC 200 Index, which tracks the biggest 200 companies in the Persian Gulf region, rose 0.4 percent . european union officials are working on plans to boost bank capital to contain the debt crisis . the emirate's economy is set to grow 4.6 percent, on average, between 2012 and 2015, government forecasts show . shares of Dubai Financial Market (DFM) have more than doubled this year . Sabic Results Saudi Arabia's Tadawul All Share Index advanced for the first time in three days, gaining 1 percent .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: World, Billion, Dubai Stocks Gain, End, Day Drop. This represents a major ongoing story with sustained media attention.","World, Billion, Dubai Stocks Gain, End, Day Drop"
34,Tokyo,59,"The narrative across 59 articles reveals: the maker of the altima sedan fell as much as 3.2 percent to 660 yen in Tokyo trading . while Toyota Motor Corp. (7203) declined 2.7 percent . the nation's third-largest carmaker, Honda Motor Co. (7267) dropped as much . as 5% . Nissan said today it's halting Chinese production three days ahead of schedule to reflect current demand . three are the top performers among the eight members of the Bloomberg Europe Autos Index (BEAUTOS)","Coverage Analysis: This story received sporadic coverage over 667 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Airbus German Workers Plan Work Stoppage, Contract Dispute Porsche Takes Charges From, Purchases, Handelsblatt Says Saab Says Companies, Showing Interest. This represents a major ongoing story with sustained media attention.","The narrative across 59 articles reveals: the maker of the altima sedan fell as much as 3.2 percent to 660 yen in Tokyo trading . while Toyota Motor Corp. (7203) declined 2.7 percent . the nation's third-largest carmaker, Honda Motor Co. (7267) dropped as much . as 5% . Nissan said today it's halting Chinese production three days ahead of schedule to reflect current demand . three are the top performers among the eight members of the Bloomberg Europe Autos Index (BEAUTOS)

Coverage Analysis: This story received sporadic coverage over 667 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Airbus German Workers Plan Work Stoppage, Contract Dispute Porsche Takes Charges From, Purchases, Handelsblatt Says Saab Says Companies, Showing Interest. This represents a major ongoing story with sustained media attention.","Airbus German Workers Plan Work Stoppage, Contract Dispute Porsche Takes Charges From, Purchases, Handelsblatt Says Saab Says Companies, Showing Interest"
35,Conference Board’s Employment & Board’s Employment Trends,36,"The narrative across 36 articles reveals: the Conference Board’s Employment Trends Index increased 1.1 percent to 111.14 from the prior month’s revised reading of 109.93 . the measure advanced 3.2 percent from February 2012 . budget cuts by the federal government are “likely to slow the pace of job creation in the near term” . payrolls grew by 88,000, less than the most-pessimistic forecast in a Bloomberg survey . unemployment dropped to 7.6 percent, the lowest since December 2008, from 7.7 percent . bond yields tumbled and stocks retreated as the report heightened concern that federal budget cuts will temper growth . the Thomson Reuters/University of Michigan sentiment index advanced to a four-month high of 78.6, exceeding all estimates in a Bloomberg survey . the median forecast was 72.6 after a preliminary march reading of 71.8 . consumers are finding relief in lower gasoline prices, a rally in the stock market and housing's recovery . conference board survey of confidence fell to 59.7 in march from 68 a month earlier . payrolls grew in 42 states in February and the unemployment rate fell in 22 . Texas led with an 80,600 hiring increase, the biggest in data going back to 1982, followed by California with 41,200 . consumer confidence rises to highest level in six years . index is close to the average of 89 in the five years leading to the last recession . stocks fall, with the standard & Poor's 500 heading for its first weekly decline in more than a month . younger households reported greater incomes, reflecting improvements in employment and hours worked . middle- and upper-income Americans were more likely to report asset gains . Michigan survey's current conditions index climbed to a six-year high of 98.6 in July from 93.8 last month .","Coverage Analysis: This story received sporadic coverage over 1282 days, characterized by diverse journalistic perspectives and in-depth analysis. Key themes identified: Text, February, Most, September Small Business Jobs Summary Bloomberg Weekly Consumer Comfort Index, Oct. This represents a major ongoing story with sustained media attention.","The narrative across 36 articles reveals: the Conference Board’s Employment Trends Index increased 1.1 percent to 111.14 from the prior month’s revised reading of 109.93 . the measure advanced 3.2 percent from February 2012 . budget cuts by the federal government are “likely to slow the pace of job creation in the near term” . payrolls grew by 88,000, less than the most-pessimistic forecast in a Bloomberg survey . unemployment dropped to 7.6 percent, the lowest since December 2008, from 7.7 percent . bond yields tumbled and stocks retreated as the report heightened concern that federal budget cuts will temper growth . the Thomson Reuters/University of Michigan sentiment index advanced to a four-month high of 78.6, exceeding all estimates in a Bloomberg survey . the median forecast was 72.6 after a preliminary march reading of 71.8 . consumers are finding relief in lower gasoline prices, a rally in the stock market and housing's recovery . conference board survey of confidence fell to 59.7 in march from 68 a month earlier . payrolls grew in 42 states in February and the unemployment rate fell in 22 . Texas led with an 80,600 hiring increase, the biggest in data going back to 1982, followed by California with 41,200 . consumer confidence rises to highest level in six years . index is close to the average of 89 in the five years leading to the last recession . stocks fall, with the standard & Poor's 500 heading for its first weekly decline in more than a month . younger households reported greater incomes, reflecting improvements in employment and hours worked . middle- and upper-income Americans were more likely to report asset gains . Michigan survey's current conditions index climbed to a six-year high of 98.6 in July from 93.8 last month .

Coverage Analysis: This story received sporadic coverage over 1282 days, characterized by diverse journalistic perspectives and in-depth analysis. Key themes identified: Text, February, Most, September Small Business Jobs Summary Bloomberg Weekly Consumer Comfort Index, Oct. This represents a major ongoing story with sustained media attention.","Text, February, Most, September Small Business Jobs Summary Bloomberg Weekly Consumer Comfort Index, Oct"
36,EADS,32,"The narrative across 32 articles reveals: EADS and BAE announced on sept. 12 plans to create the largest aerospace and defense company by sales . the european companies face an Oct. 10 deadline to spell out detailed merger plans, which would then be subject to antitrust and U.s. security review . a BAE spokesman said existing security mechanisms under which the company’s business is managed should satisfy U.S. regulators after the merger as well . shares of BAE traded 1 percent lower at 338.90 pence in London .","Coverage Analysis: This story received sporadic coverage over 661 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Southwest Sees, Billion Atlanta Revenue Gain, Merger Alere Agrees With Axis, Shield, Board. This represents a major ongoing story with sustained media attention.","The narrative across 32 articles reveals: EADS and BAE announced on sept. 12 plans to create the largest aerospace and defense company by sales . the european companies face an Oct. 10 deadline to spell out detailed merger plans, which would then be subject to antitrust and U.s. security review . a BAE spokesman said existing security mechanisms under which the company’s business is managed should satisfy U.S. regulators after the merger as well . shares of BAE traded 1 percent lower at 338.90 pence in London .

Coverage Analysis: This story received sporadic coverage over 661 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Southwest Sees, Billion Atlanta Revenue Gain, Merger Alere Agrees With Axis, Shield, Board. This represents a major ongoing story with sustained media attention.","Southwest Sees, Billion Atlanta Revenue Gain, Merger Alere Agrees With Axis, Shield, Board"
37,Supplies Padd Region,53,"The narrative across 53 articles reveals: supplies in the padd 1 region fell 1.54 million barrels to 45.1 million in the week ended nov. 9 . the median estimate of 10 analysts surveyed by Bloomberg was for a 1 million-barrel decline . gasoline for December delivery rose 2.55 cents, or 1 percent, to $2.7045 . gasoline supplies on the Gulf Coast grew by 2.06 million barrels to 78.2 million, the highest level since the week of Feb. 8 . the 3-2-1 crack spread on the gulf coast slipped 36 cents to $14.46 a barrel, according to data compiled by Bloomberg . inventories of reformulated gasoline dropped 1.91 million barrels to 14.1 million last week . the premium for RBOB in new york Harbor gained 0.87 cents to 15.75 cents a gallon . gasoline imports to the east coast slipped 314,000 barrels, the energy department says . Inventories in the padd 1 region fell 1.54 million barrels to 45.1 million . gasoline for December delivery rose 1.72 cents, or 0.6 percent, to $2.6962 a gallon on the new york Mercantile exchange . total U.s. supply fell 440,000 barrels . heating oil slid on concern President Barack Obama won’t reach a budget agreement with a divided congress .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Month Low, Weekly Petroleum Status Report, Text, Commodities, Four. This represents a major ongoing story with sustained media attention.","The narrative across 53 articles reveals: supplies in the padd 1 region fell 1.54 million barrels to 45.1 million in the week ended nov. 9 . the median estimate of 10 analysts surveyed by Bloomberg was for a 1 million-barrel decline . gasoline for December delivery rose 2.55 cents, or 1 percent, to $2.7045 . gasoline supplies on the Gulf Coast grew by 2.06 million barrels to 78.2 million, the highest level since the week of Feb. 8 . the 3-2-1 crack spread on the gulf coast slipped 36 cents to $14.46 a barrel, according to data compiled by Bloomberg . inventories of reformulated gasoline dropped 1.91 million barrels to 14.1 million last week . the premium for RBOB in new york Harbor gained 0.87 cents to 15.75 cents a gallon . gasoline imports to the east coast slipped 314,000 barrels, the energy department says . Inventories in the padd 1 region fell 1.54 million barrels to 45.1 million . gasoline for December delivery rose 1.72 cents, or 0.6 percent, to $2.6962 a gallon on the new york Mercantile exchange . total U.s. supply fell 440,000 barrels . heating oil slid on concern President Barack Obama won’t reach a budget agreement with a divided congress .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Month Low, Weekly Petroleum Status Report, Text, Commodities, Four. This represents a major ongoing story with sustained media attention.","Month Low, Weekly Petroleum Status Report, Text, Commodities, Four"
38,Bloomberg,108,"The narrative across 108 articles reveals: crude oil inventories rose 8.53 million barrels last week, more than eight times what was projected in a Bloomberg survey . imports arrived at the highest rate since January and output increased . crude fell earlier on speculation Saudi Arabia is moving to reduce prices . total fuel use decreased 0.6 percent to 18.6 million barrels a day in the four weeks ended sept. 14, the lowest level since the week ended June 1 . gasoline consumption dropped 1.2 percent to 8.89 million bpd during the same period . west Texas Intermediate oil rose for a fourth day as the dollar weakened against the euro . the energy department is scheduled to release the weekly report at 10:30 a.m. in Washington tomorrow . supplies rose 8.53 million barrels last week, more than eight times what was projected in a Bloomberg survey . crude fell earlier on speculation that Saudi Arabia is increasing supply . moving average for the first time since July 9 fell 7.04 cents, or 2.4 percent, to $2.8286 a gallon . prices have fallen 6.2 percent this week . a report tomorrow may show record supplies for this time of year . the jobless rate in the u.s., the world’s biggest crude user, held at 9.1 percent for a third month in September . oil fell in new york on speculation the biggest two-day rally in seven months was exaggerated amid U.S. unemployment . the contract yesterday climbed $2.91 to $82.59, for a two-day gain of 9.1 percent, the biggest since Feb. 22-23 . prices are up 3.9 percent this week and down 10 percent this year . OPEC exports new york crude’s moving average convergence-divergence remained below zero on the weekly chart even as prices increased .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Commodities, Oil Market News, Japan, New York, Day Gain. This represents a major ongoing story with sustained media attention.","The narrative across 108 articles reveals: crude oil inventories rose 8.53 million barrels last week, more than eight times what was projected in a Bloomberg survey . imports arrived at the highest rate since January and output increased . crude fell earlier on speculation Saudi Arabia is moving to reduce prices . total fuel use decreased 0.6 percent to 18.6 million barrels a day in the four weeks ended sept. 14, the lowest level since the week ended June 1 . gasoline consumption dropped 1.2 percent to 8.89 million bpd during the same period . west Texas Intermediate oil rose for a fourth day as the dollar weakened against the euro . the energy department is scheduled to release the weekly report at 10:30 a.m. in Washington tomorrow . supplies rose 8.53 million barrels last week, more than eight times what was projected in a Bloomberg survey . crude fell earlier on speculation that Saudi Arabia is increasing supply . moving average for the first time since July 9 fell 7.04 cents, or 2.4 percent, to $2.8286 a gallon . prices have fallen 6.2 percent this week . a report tomorrow may show record supplies for this time of year . the jobless rate in the u.s., the world’s biggest crude user, held at 9.1 percent for a third month in September . oil fell in new york on speculation the biggest two-day rally in seven months was exaggerated amid U.S. unemployment . the contract yesterday climbed $2.91 to $82.59, for a two-day gain of 9.1 percent, the biggest since Feb. 22-23 . prices are up 3.9 percent this week and down 10 percent this year . OPEC exports new york crude’s moving average convergence-divergence remained below zero on the weekly chart even as prices increased .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Commodities, Oil Market News, Japan, New York, Day Gain. This represents a major ongoing story with sustained media attention.","Commodities, Oil Market News, Japan, New York, Day Gain"
39,Bloomberg,46,"The narrative across 46 articles reveals: the median estimate of 71 economists surveyed by Bloomberg called for a rise to 380,000 . record-low borrowing costs continue to attract buyers, lifting demand for homebuilders . a drop in the supply of foreclosed homes is easing downward pressure on prices . sales of previously owned homes and work on single-family projects climbed in august to the highest levels in two years . median forecast of 78 economists surveyed by Bloomberg called for sales to increase to 4.56 million pace . builders began work on the most one-family homes since April 2010 . beginning construction of all homes rose 2.3 percent to a 750,000 annual rate in august . builders broke ground on 767,000 houses at an annual rate, up from 746,000 in July . another report may show sales of existing homes advanced for a second month . the national association of home builders/wells fargo index of builder confidence climbed in September to the highest level in more than six years . the standard & poor’s supercomposite homebuilder index (S15HOME) has increased 77 percent this year through yesterday, outpacing a 16 percent gain for the broader S&P 500 (SPX) Index . the median estimate of 85 economists surveyed by Bloomberg called for 767,000 . mortgage rates near all-time lows and cheaper properties are driving sales at companies like toll brothers . construction industry continues to improve through year-end on low housing inventories and rising demand .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Aug, Home Price Index, September, August, State. This represents a major ongoing story with sustained media attention.","The narrative across 46 articles reveals: the median estimate of 71 economists surveyed by Bloomberg called for a rise to 380,000 . record-low borrowing costs continue to attract buyers, lifting demand for homebuilders . a drop in the supply of foreclosed homes is easing downward pressure on prices . sales of previously owned homes and work on single-family projects climbed in august to the highest levels in two years . median forecast of 78 economists surveyed by Bloomberg called for sales to increase to 4.56 million pace . builders began work on the most one-family homes since April 2010 . beginning construction of all homes rose 2.3 percent to a 750,000 annual rate in august . builders broke ground on 767,000 houses at an annual rate, up from 746,000 in July . another report may show sales of existing homes advanced for a second month . the national association of home builders/wells fargo index of builder confidence climbed in September to the highest level in more than six years . the standard & poor’s supercomposite homebuilder index (S15HOME) has increased 77 percent this year through yesterday, outpacing a 16 percent gain for the broader S&P 500 (SPX) Index . the median estimate of 85 economists surveyed by Bloomberg called for 767,000 . mortgage rates near all-time lows and cheaper properties are driving sales at companies like toll brothers . construction industry continues to improve through year-end on low housing inventories and rising demand .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Aug, Home Price Index, September, August, State. This represents a major ongoing story with sustained media attention.","Aug, Home Price Index, September, August, State"
40,Harir & Kurdistan,47,"The narrative across 47 articles reveals: a well drilled in the Harir block in Kurdistan is “showing encouraging results” and is being tested . another at Tazir has also shown “good results,” chief financial officer Patrick de la Chevardiere said . the company is also drilling exploration wells in Gabon, Indonesia, Argentina and the Gulf of Mexico . will Kennedy: u.s. has only operating liquid natural gas export plant in the united states . he says fracking has largely obscured the rest of the world's desire for less expensive natural gas . gas is pricey in much of world, especially in energy-poor Japan and South Korea . the minimum level of investment required at the exploration phase is $200 million . the country is seeking alternatives to Russian gas imports, which meet 70 percent of its energy needs . oil-sands CO2 emissions will probably fall to levels of conventional drilling in as little as a decade . total emissions from the oil sands will likely increase eightfold from 1990 levels by 2020, says the pembina institute . the industry is looking for ways to reduce the amount of energy consumed to process bitumen and turn it into oil . the nation’s gas demand will rise five times through 2030, according to Shell’s estimates . in march, Shell signed the first shale-gas production sharing contract in the country covering an area of about 3,500 square kilometres (1,350 square miles) the company’s global director of projects and technology said in an interview in Abu Dhabi Nov 11 .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and detailed reporting. Key themes identified: Decade, Gas, Oil, Sands, Match Conventional. This represents a major ongoing story with sustained media attention.","The narrative across 47 articles reveals: a well drilled in the Harir block in Kurdistan is “showing encouraging results” and is being tested . another at Tazir has also shown “good results,” chief financial officer Patrick de la Chevardiere said . the company is also drilling exploration wells in Gabon, Indonesia, Argentina and the Gulf of Mexico . will Kennedy: u.s. has only operating liquid natural gas export plant in the united states . he says fracking has largely obscured the rest of the world's desire for less expensive natural gas . gas is pricey in much of world, especially in energy-poor Japan and South Korea . the minimum level of investment required at the exploration phase is $200 million . the country is seeking alternatives to Russian gas imports, which meet 70 percent of its energy needs . oil-sands CO2 emissions will probably fall to levels of conventional drilling in as little as a decade . total emissions from the oil sands will likely increase eightfold from 1990 levels by 2020, says the pembina institute . the industry is looking for ways to reduce the amount of energy consumed to process bitumen and turn it into oil . the nation’s gas demand will rise five times through 2030, according to Shell’s estimates . in march, Shell signed the first shale-gas production sharing contract in the country covering an area of about 3,500 square kilometres (1,350 square miles) the company’s global director of projects and technology said in an interview in Abu Dhabi Nov 11 .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and detailed reporting. Key themes identified: Decade, Gas, Oil, Sands, Match Conventional. This represents a major ongoing story with sustained media attention.","Decade, Gas, Oil, Sands, Match Conventional"
41,Country'S Reserves Tumbled,80,"The narrative across 80 articles reveals: the country's reserves tumbled to a four-month low of $516.8 billion in the week to sept. 30 . the four-week decline of $26.6 billion is the steepest since January 2009, when Bank Rossii arrested a ruble devaluation . policy makers in emerging markets are seeking to bolster their currencies . the 30-stock Micex Index (INDEXCF) climbed 4.2 percent to 1,318.29 at the 6:45 p.m. close in Moscow . the dollar-denominated RTS Index gained 4.5 percent at 1,271.71 . OAO Raspadskaya (RASP) jumped the most since may 2010 . the market vectors Russia ETF (RSX) declined 0.7 percent to $29.27 yesterday . the RTS Volatility Index, which measures expected swings in the index futures, retreated 1.7 percent to 20.97 . Lukoil’s 2012 adjusted earnings of $14.47 per share were 0.4 percent above the average of 15 analyst estimates compiled by Bloomberg . MSCI will ""implement"" Sberbank's share sale at the November semi-annual index review . ""there seem to be short-term investors, people who got the stock in the placement who are already selling it,"" said a partner at Moscow-based hedge fund Verno Capital .","Coverage Analysis: This story received sporadic coverage over 2149 days, characterized by mixed coverage and concise coverage. Key themes identified: Billion, Lukoil, Second Day, Dollar, Months. This represents a major ongoing story with sustained media attention.","The narrative across 80 articles reveals: the country's reserves tumbled to a four-month low of $516.8 billion in the week to sept. 30 . the four-week decline of $26.6 billion is the steepest since January 2009, when Bank Rossii arrested a ruble devaluation . policy makers in emerging markets are seeking to bolster their currencies . the 30-stock Micex Index (INDEXCF) climbed 4.2 percent to 1,318.29 at the 6:45 p.m. close in Moscow . the dollar-denominated RTS Index gained 4.5 percent at 1,271.71 . OAO Raspadskaya (RASP) jumped the most since may 2010 . the market vectors Russia ETF (RSX) declined 0.7 percent to $29.27 yesterday . the RTS Volatility Index, which measures expected swings in the index futures, retreated 1.7 percent to 20.97 . Lukoil’s 2012 adjusted earnings of $14.47 per share were 0.4 percent above the average of 15 analyst estimates compiled by Bloomberg . MSCI will ""implement"" Sberbank's share sale at the November semi-annual index review . ""there seem to be short-term investors, people who got the stock in the placement who are already selling it,"" said a partner at Moscow-based hedge fund Verno Capital .

Coverage Analysis: This story received sporadic coverage over 2149 days, characterized by mixed coverage and concise coverage. Key themes identified: Billion, Lukoil, Second Day, Dollar, Months. This represents a major ongoing story with sustained media attention.","Billion, Lukoil, Second Day, Dollar, Months"
42,Diaoyu & Chinese,57,"The narrative across 57 articles reveals: the standoff over control of the islands, known as Diaoyu in Chinese and Senkaku in Japanese, has sparked the worst bilateral crisis since 2005 . more than a hundred police stood watch today over streets free of protesters outside the Japanese embassy in Beijing . noda says there can't be any compromise that would be a step back from this basic position . tensions over the islands spilled over to an annual gathering of world leaders at the united nations . the conflict has sparked the worst diplomatic crisis between the two nations since 2005 . executive vice president Osamu Shinobe told reporters in Tokyo yesterday and Japan Airlines Co. (9201) had 15,500 cancellations as of Sept. 24 . Nissan Motor Co. said it's halting production in china to reflect falling demand . china skipped an international disaster relief conference in Tokyo . china expresses ""regret"" over an attack on the official vehicle of u.s. ambassador . Xi visited the china Agricultural University on sept. 15 after his unexplained absence . protesters caused minor damage to the car of the ambassador on sept 18 . the car was a ""target of opportunity"" for a group of about 50 protesters . china's Yang Jiechi met with japan's Koichiro Gemba on the sidelines of the united nations general assembly yesterday . neither side showed signs of compromise, but the discussion contrasts with the cancellation of a series of bilateral events amid the worst diplomatic crisis since 2005 . reservations for more than 40,000 seats on all nippon airlines flights canceled . protests in china damaged operations for japanese companies . organizations in the two countries canceled or postponed a series of events .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: China, Dishonor, Italy Reports Seven New Cases, Anthrax, Widening Outbreak Russia Says. This represents a major ongoing story with sustained media attention.","The narrative across 57 articles reveals: the standoff over control of the islands, known as Diaoyu in Chinese and Senkaku in Japanese, has sparked the worst bilateral crisis since 2005 . more than a hundred police stood watch today over streets free of protesters outside the Japanese embassy in Beijing . noda says there can't be any compromise that would be a step back from this basic position . tensions over the islands spilled over to an annual gathering of world leaders at the united nations . the conflict has sparked the worst diplomatic crisis between the two nations since 2005 . executive vice president Osamu Shinobe told reporters in Tokyo yesterday and Japan Airlines Co. (9201) had 15,500 cancellations as of Sept. 24 . Nissan Motor Co. said it's halting production in china to reflect falling demand . china skipped an international disaster relief conference in Tokyo . china expresses ""regret"" over an attack on the official vehicle of u.s. ambassador . Xi visited the china Agricultural University on sept. 15 after his unexplained absence . protesters caused minor damage to the car of the ambassador on sept 18 . the car was a ""target of opportunity"" for a group of about 50 protesters . china's Yang Jiechi met with japan's Koichiro Gemba on the sidelines of the united nations general assembly yesterday . neither side showed signs of compromise, but the discussion contrasts with the cancellation of a series of bilateral events amid the worst diplomatic crisis since 2005 . reservations for more than 40,000 seats on all nippon airlines flights canceled . protests in china damaged operations for japanese companies . organizations in the two countries canceled or postponed a series of events .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: China, Dishonor, Italy Reports Seven New Cases, Anthrax, Widening Outbreak Russia Says. This represents a major ongoing story with sustained media attention.","China, Dishonor, Italy Reports Seven New Cases, Anthrax, Widening Outbreak Russia Says"
43,Fourth-Quarter Profit Will,32,"The narrative across 32 articles reveals: fourth-quarter profit will be $1.53 to $1.58 a share, the company said in a statement . the average estimate of analysts surveyed by Bloomberg was $1.59 . discount chains such as Dollar general and dollar tree have attracted some of those customers with smaller-format stores . sales at stores open at least a year rose 0.3 percent in the 13 weeks ended sept. 29 . asda has guaranteed it will be 10 percent cheaper, cut fuel prices and revamped its own-brand labels to lure customers . asda said sales from multichannel offerings, such as so-called click and collect services, have almost doubled since 2010 . since the flop of Facebook Inc. (FB) 's initial public offering last year, only two U.S. consumer Web companies have gone public: real estate site Trulia Inc. and travel search engine Kayak Software Corp. in the first quarter, RetailMeNot’s sales jumped 37 percent to $40.6 million . the plano, texas-based retailer will eventually have 100 shops in stores and change 25 of them every year . the biggest shopping period of the year arrives after U.S. retail sales in October fell 0.3 percent, the first decline in four months . the results came a week before the Thanksgiving weekend, when retailers unleash discounts and deals to lure shoppers as part of an unofficial start to the holiday shopping season . at Target, the second-largest U.S. discounter after Wal-Mart, revenue by that measure increased 2.9 percent, almost double the 1.5 percent gain at Wal-mart’s U.s. stores .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Mart, Wal, Million, Greggs Rises After Saying Third, Quarter Sales Increased. This represents a major ongoing story with sustained media attention.","The narrative across 32 articles reveals: fourth-quarter profit will be $1.53 to $1.58 a share, the company said in a statement . the average estimate of analysts surveyed by Bloomberg was $1.59 . discount chains such as Dollar general and dollar tree have attracted some of those customers with smaller-format stores . sales at stores open at least a year rose 0.3 percent in the 13 weeks ended sept. 29 . asda has guaranteed it will be 10 percent cheaper, cut fuel prices and revamped its own-brand labels to lure customers . asda said sales from multichannel offerings, such as so-called click and collect services, have almost doubled since 2010 . since the flop of Facebook Inc. (FB) 's initial public offering last year, only two U.S. consumer Web companies have gone public: real estate site Trulia Inc. and travel search engine Kayak Software Corp. in the first quarter, RetailMeNot’s sales jumped 37 percent to $40.6 million . the plano, texas-based retailer will eventually have 100 shops in stores and change 25 of them every year . the biggest shopping period of the year arrives after U.S. retail sales in October fell 0.3 percent, the first decline in four months . the results came a week before the Thanksgiving weekend, when retailers unleash discounts and deals to lure shoppers as part of an unofficial start to the holiday shopping season . at Target, the second-largest U.S. discounter after Wal-Mart, revenue by that measure increased 2.9 percent, almost double the 1.5 percent gain at Wal-mart’s U.s. stores .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Mart, Wal, Million, Greggs Rises After Saying Third, Quarter Sales Increased. This represents a major ongoing story with sustained media attention.","Mart, Wal, Million, Greggs Rises After Saying Third, Quarter Sales Increased"
