cluster_id,size,duration_days,narrative_type,narrative_description,dynamic_keywords,total_actors,key_insights,sentiment_positive,sentiment_negative,sentiment_neutral,financial_positive,financial_negative,financial_neutral
150,4,296,Technology/Innovation,"This narrative centers around military, air force, general. spanning 296 days with 4 articles. The coverage shows neutral tone (confidence: 0.66). with specifically negative financial implications.","military, air force, general, veterans, sexual, army, secretary chuck hagel, air force veteran, defense secretary chuck, claims",3,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,0,4,0,3,1
151,6,138,Market Crisis,"This narrative centers around china, shanghai, shanghai futures exchange. spanning 138 days with 6 articles. The coverage shows negative sentiment (confidence: 0.51).","china, shanghai, shanghai futures exchange, beijing antaike information, futures, antaike information development, steel reinforcement-bar futures, ton, yuan, iron ore",2,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,1,4,1,2,4,0
152,7,310,Market Crisis,"This narrative centers around percent, euros, index. spanning 310 days with 7 articles. The coverage shows negative sentiment (confidence: 0.51).","percent, euros, index, german stocks, german, dax index, stocks, broader hdax index, ag, shares",2,Concentrated reporting suggests specialized coverage or breaking news; Rich entity content suggests complex stakeholder dynamics,1,4,2,3,4,0
153,7,193,Regulatory/Policy,"This narrative centers around bank, banks, libor. spanning 193 days with 7 articles. The coverage shows negative sentiment (confidence: 0.67). with specifically neutral financial implications.","bank, banks, libor, scotland group plc, barclays, financial services authority, barclays plc, financial, barclays backs libor, financial services",6,Broad journalistic coverage indicates widespread industry attention; High proportion of market-hours coverage suggests trading relevance; Rich entity content suggests complex stakeholder dynamics,0,4,3,0,3,4
154,6,309,Market Crisis,"This narrative centers around india, sensex, emerging markets index. spanning 309 days with 6 articles. The coverage shows negative sentiment (confidence: 0.63).","india, sensex, emerging markets index, india adr index, percent, index, cnx nifty, stocks, indian stocks retreat, ltd",2,Rich entity content suggests complex stakeholder dynamics,0,5,1,1,5,0
155,9,145,Market Growth,"This narrative centers around state, final, wichita state. spanning 145 days with 9 articles. The coverage shows neutral tone (confidence: 0.65).","state, final, wichita state, ohio state, national collegiate athletic, game, indiana beat syracuse, collegiate athletic association, university, regional",4,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,1,1,7,3,1,5
156,4,9,Technology/Innovation,"This narrative centers around nelson mandela, press agency, mandela. spanning 9 days with 4 articles. The coverage shows negative sentiment (confidence: 0.61). with specifically neutral financial implications.","nelson mandela, press agency, mandela, african press agency, south african press, south african president, nelson mandela discharged, african, south, president",3,Rich entity content suggests complex stakeholder dynamics,1,3,0,1,0,3
157,4,657,Market Crisis,"This narrative centers around billion pounds, pounds, osborne. spanning 657 days with 4 articles. The coverage shows neutral tone (confidence: 0.68). with specifically negative financial implications.","billion pounds, pounds, osborne, deficit, budget, posts record august, billion, posts record, percent, u.k.",3,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,0,4,0,4,0
158,5,8,Technology/Innovation,"This narrative centers around china, japan, japanese. spanning 8 days with 5 articles. The coverage shows neutral tone (confidence: 0.61). with specifically positive financial implications.","china, japan, japanese, chinese, chinese foreign ministry, panetta, beijing, east china sea, japanese prime minister, in china",4,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,2,3,3,1,1
159,13,194,Regulatory/Policy,"This narrative centers around bank, cyprus popular bank, cyprus. spanning 194 days with 13 articles. The coverage shows neutral tone (confidence: 0.49).","bank, cyprus popular bank, cyprus, european central bank, mull euro exit, euro, bailout, cypriot bank deposits, banks, popular bank pcl",11,Broad journalistic coverage indicates widespread industry attention; Rich entity content suggests complex stakeholder dynamics,0,4,9,1,3,9
160,5,430,General Business,"This narrative centers around england, australia, france. spanning 430 days with 5 articles. The coverage shows positive sentiment (confidence: 0.49). with specifically neutral financial implications.","england, australia, france, cup rugby world, world, new zealand, rugby world cup, world cup, world cup pool, world cup games",2,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,3,0,2,2,0,3
161,5,302,Legal/Compliance,"This narrative centers around romanian water utility, irina savu, james m. gomez. spanning 302 days with 5 articles. The coverage shows neutral tone (confidence: 0.74). with specifically positive financial implications.","romanian water utility, irina savu, james m. gomez, water, million, million lei, romanian utility harviz, water network upgrades, contract, central harghita county",1,Concentrated reporting suggests specialized coverage or breaking news; High proportion of market-hours coverage suggests trading relevance; Rich entity content suggests complex stakeholder dynamics,0,0,5,3,0,2
162,4,308,General Business,"This narrative centers around nfl network, time warner cable, time. spanning 308 days with 4 articles. The coverage shows positive sentiment (confidence: 0.75).","nfl network, time warner cable, time, network, time warner, new york, warner cable, york-based time warner, cbs, agreement",2,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,2,1,1,2,1,1
163,5,4,Technology/Innovation,"This narrative centers around romney, obama, mitt romney. spanning 4 days with 5 articles. The coverage shows neutral tone (confidence: 0.66).","romney, obama, mitt romney, republican, campaign, haley barbour, barack obama, barbour, americans, president barack obama",3,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,1,4,0,2,3
164,4,54,General Business,"This narrative centers around giants, york giants scored, york giants. spanning 54 days with 4 articles. The coverage shows neutral tone (confidence: 0.62). with specifically negative financial implications.","giants, york giants scored, york giants, york, season, team, yards, fifth, york giants beat, win",3,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,1,1,2,1,2,1
165,4,52,Market Crisis,"This narrative centers around universal music group, universal music, emi. spanning 52 days with 4 articles. The coverage shows positive sentiment (confidence: 0.65).","universal music group, universal music, emi, group, music, universal, approval, emi group, universal music agreed, commission",4,Broad journalistic coverage indicates widespread industry attention; High proportion of market-hours coverage suggests trading relevance; Rich entity content suggests complex stakeholder dynamics,2,1,1,2,1,1
166,5,6,Technology/Innovation,"This narrative centers around bank of america, nfl, confronting backup officials. spanning 6 days with 5 articles. The coverage shows neutral tone (confidence: 0.75). with specifically negative financial implications.","bank of america, nfl, confronting backup officials, officials, nfl warns teams, national football league, confronting backup, league, president barack obama, game",3,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,2,3,0,3,2
167,7,54,M&A Activity,"This narrative centers around eads, aer lingus, bae systems plc. spanning 54 days with 7 articles. The coverage shows neutral tone (confidence: 0.62).","eads, aer lingus, bae systems plc, bae, ryanair, aer lingus group, european, defense, bae systems, review",6,Broad journalistic coverage indicates widespread industry attention; Rich entity content suggests complex stakeholder dynamics,2,2,3,2,2,3
168,8,310,Regulatory/Policy,"This narrative centers around court, state, voters. spanning 310 days with 8 articles. The coverage shows neutral tone (confidence: 0.66). with specifically negative financial implications.","court, state, voters, texas, state supreme court, voting, voter, supreme court, the state, florida",8,Broad journalistic coverage indicates widespread industry attention; Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,4,4,0,8,0
169,4,6,Technology/Innovation,"This narrative centers around deutsche bank, jobs, nomura. spanning 6 days with 4 articles. The coverage shows negative sentiment (confidence: 0.47).","deutsche bank, jobs, nomura, bank, germany deutsche bank, investment banking jobs, cut, to cut, deutsche, project new bac",4,Broad journalistic coverage indicates widespread industry attention; Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,3,1,0,4,0
170,6,664,Market Crisis,"This narrative centers around south korea, korea, percent. spanning 664 days with 6 articles. The coverage shows negative sentiment (confidence: 0.58).","south korea, korea, percent, north korea, south, seoul, south korea exports, won, fall south korea, exports",5,Broad journalistic coverage indicates widespread industry attention; Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,1,4,1,2,4,0
171,5,196,M&A Activity,"This narrative centers around russia, mobile, vimpelcom. spanning 196 days with 5 articles. The coverage shows neutral tone (confidence: 0.56). with specifically positive financial implications.","russia, mobile, vimpelcom, vtb, russian, rostelecom, vows to fight, mts, moscow, vtb group",4,Rich entity content suggests complex stakeholder dynamics,1,1,3,3,0,2
172,4,140,Regulatory/Policy,"This narrative centers around court, supreme court, law. spanning 140 days with 4 articles. The coverage shows neutral tone (confidence: 0.76).","court, supreme court, law, supreme court arguments, supreme court history, the court, same-sex marriage, lincoln, supreme, 00",2,Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,0,4,0,0,4
173,4,196,General Business,"This narrative centers around apple, iphone, nokia. spanning 196 days with 4 articles. The coverage shows neutral tone (confidence: 0.68).","apple, iphone, nokia, nokia lacking five-inch, lacking five-inch screen, nokia oyj, software, lumia threatens revival, google, smartphone",4,Broad journalistic coverage indicates widespread industry attention; Rich entity content suggests complex stakeholder dynamics,0,1,3,1,1,2
174,11,665,General Business,"This narrative centers around bordeaux, auction, liv-ex fine wine. spanning 665 days with 11 articles. The coverage shows neutral tone (confidence: 0.61).","bordeaux, auction, liv-ex fine wine, london, wine, sale, chateau petrus, burgundy, hart davis hart, top",2,Concentrated reporting suggests specialized coverage or breaking news; Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,2,0,9,4,0,7
175,4,303,Market Growth,"This narrative centers around mexico city, costa rica, brazil. spanning 303 days with 4 articles. The coverage shows neutral tone (confidence: 0.81). with specifically positive financial implications.","mexico city, costa rica, brazil, contract, million, costa rica wastewater, water, mexico city metropolitan, randall hackley, plant",3,Rich entity content suggests complex stakeholder dynamics,1,1,2,3,1,0
176,4,8,General Business,"This narrative centers around romney, obama, voters. spanning 8 days with 4 articles. The coverage shows neutral tone (confidence: 0.58).","romney, obama, voters, mitt romney, percent, obama led romney, florida, president barack obama, obama leads romney, likely",3,High proportion of market-hours coverage suggests trading relevance; Rich entity content suggests complex stakeholder dynamics,0,0,4,1,1,2
177,4,257,Earnings/Results,"This narrative centers around barclays, capital, percent. spanning 257 days with 4 articles. The coverage shows negative sentiment (confidence: 0.52).","barclays, capital, percent, financial industry regulatory, industry regulatory authority, billion pounds, billion, pounds, lender, industry regulatory",4,Broad journalistic coverage indicates widespread industry attention; Rich entity content suggests complex stakeholder dynamics,1,2,1,1,2,1
178,4,8,Regulatory/Policy,"This narrative centers around sec, tourre, goldman sachs. spanning 8 days with 4 articles. The coverage shows neutral tone (confidence: 0.51).","sec, tourre, goldman sachs, goldman, paulson, sachs, sec claims tourre, goldman sachs group, the sec, wrong’ fabrice tourre",1,Concentrated reporting suggests specialized coverage or breaking news; Off-hours coverage pattern indicates planned announcements or global events; Rich entity content suggests complex stakeholder dynamics,0,1,3,0,0,4
179,5,8,Market Growth,"This narrative centers around boeing, european aviation safety, air. spanning 8 days with 5 articles. The coverage shows neutral tone (confidence: 0.57). with specifically negative financial implications.","boeing, european aviation safety, air, ethiopian airlines enterprise, aviation safety agency, airlines, federal aviation administration, carrier, air india, london",5,Broad journalistic coverage indicates widespread industry attention; Rich entity content suggests complex stakeholder dynamics,0,2,3,0,3,2
180,6,545,Regulatory/Policy,"This narrative centers around italy, monti, napolitano. spanning 545 days with 6 articles. The coverage shows neutral tone (confidence: 0.68). with specifically positive financial implications.","italy, monti, napolitano, pier luigi bersani, minister silvio berlusconi, minister mario monti, berlusconi, parliament, president giorgio napolitano, prime minister silvio",2,Rich entity content suggests complex stakeholder dynamics,0,2,4,3,2,1
181,4,8,Technology/Innovation,"This narrative centers around russia, snowden, moscow. spanning 8 days with 4 articles. The coverage shows neutral tone (confidence: 0.53).","russia, snowden, moscow, edward snowden, snowden waiting snowden, putin, contractor edward snowden, security, general eric holder, obama",4,Broad journalistic coverage indicates widespread industry attention; High proportion of market-hours coverage suggests trading relevance; Rich entity content suggests complex stakeholder dynamics,0,1,3,0,2,2
